ID,Urne,QR-Code,Categorie,1 - Favoriser la pratique sportive dans le 15e,2 - Un nouvel espace d escalade au centre sportif La Plaine,3 - Un 15e encore plus solidaire,4 - Un cafe des enfants,5 - Un coup de vert dans le 15e,6 - Des cours d ecoles renovees pour le bien-etre des ecoliers,7 - Des tableaux numeriques interactifs dans toutes les ecoles maternelles,8 - Un kit mobile multimedia pour la jeunesse,9 - Restaurons les decors de Saint-Christophe de Javel,10 - Le renouveau des Freres Voisin,11 - Un espace public pacifie et adapte a tous,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
222229,U15-003,2022AR15B,Valide,novote,novote,novote,1,1,1,novote,1,novote,novote,novote,4,4,0,0,0,7
222238,U15-002,2022AR15A,Valide,1,novote,novote,novote,novote,novote,novote,1,1,novote,1,4,4,0,0,0,7
222244,U15-003,2022AR15B,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,1,5,5,0,0,0,6
222250,U15-003,2022AR15B,Valide,novote,novote,novote,novote,1,1,4,2,2,novote,2,6,2,3,0,1,5
222253,U15-002,2022AR15A,Valide,novote,novote,novote,novote,2,1,1,novote,novote,1,novote,4,3,1,0,0,7
222270,U15-002,2022AR15A,Valide,novote,novote,novote,novote,2,novote,2,2,1,novote,novote,4,1,3,0,0,7
222274,U15-003,2022AR15B,Valide,3,4,2,3,2,2,3,4,2,3,1,11,1,4,4,2,0
222276,U15-001,2022AR15A,Valide,novote,novote,novote,novote,1,1,novote,novote,1,novote,1,4,4,0,0,0,7
222280,U15-002,2022AR15A,Valide,2,novote,1,1,1,1,3,1,4,3,2,10,5,2,2,1,1
222293,U15-001,2022AR15A,Valide,1,1,3,3,1,2,1,2,3,3,3,11,4,2,5,0,0
222294,U15-003,2022AR15B,Nul,2,2 4,2,1,2,2,3,1,3,4,2,10,2,5,2,1,0
222319,U15-002,2022AR15A,Valide,2,novote,1,novote,novote,1,novote,novote,novote,novote,1,4,3,1,0,0,7
222325,U15-001,2022AR15A,Valide,1,1,2,1,novote,novote,novote,novote,novote,novote,novote,4,3,1,0,0,7
222326,U15-003,2022AR15B,Valide,1,3,1,1,1,1,4,4,3,3,2,11,5,1,3,2,0
222346,U15-003,2022AR15B,Valide,3,3,4,4,1,3,4,4,3,2,4,11,1,1,4,5,0
222347,U15-001,2022AR15A,Valide,2,novote,1,novote,2,novote,novote,novote,novote,4,novote,4,1,2,0,1,7
222373,U15-002,2022AR15A,Valide,novote,2,novote,novote,1,1,novote,novote,novote,1,novote,4,3,1,0,0,7
222388,U15-003,2022AR15B,Valide,novote,novote,novote,2,1,1,novote,novote,novote,novote,1,4,3,1,0,0,7
222398,U15-003,2022AR15B,Valide,novote,novote,1,novote,2,2,novote,novote,novote,novote,1,4,2,2,0,0,7
222407,U15-009,2022AR15A,Valide,1,3,1,3,1,1,4,4,3,1,3,11,5,0,4,2,0
222440,U15-002,2022AR15A,Valide,novote,novote,1,novote,1,novote,2,novote,2,novote,1,5,3,2,0,0,6
222463,U15-001,2022AR15A,Valide,2,3,1,2,1,2,4,4,1,1,1,11,5,3,1,2,0
222499,U15-002,2022AR15A,Valide,novote,1,2,novote,1,novote,novote,novote,2,1,novote,5,3,2,0,0,6
222505,U15-001,2022AR15A,Valide,1,1,1,novote,1,novote,novote,novote,1,novote,1,6,6,0,0,0,5
222518,U15-003,2022AR15B,Valide,1,2,1,2,1,2,3,2,2,2,1,11,4,6,1,0,0
222526,U15-003,2022AR15B,Valide,2,novote,2,novote,1,novote,4,novote,novote,novote,novote,4,1,2,0,1,7
222530,U15-002,2022AR15A,Valide,novote,novote,1,novote,1,novote,novote,novote,1,1,novote,4,4,0,0,0,7
222561,U15-002,2022AR15A,Valide,novote,2,novote,1,2,novote,novote,2,novote,novote,novote,4,1,3,0,0,7
222568,U15-001,2022AR15A,Valide,1,1,novote,novote,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,7
222573,U15-003,2022AR15B,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,10
222592,U15-001,2022AR15A,Valide,2,3,1,2,2,2,4,1,1,2,2,11,3,6,1,1,0
222604,U15-003,2022AR15B,Valide,2,2,3,3,2,2,4,4,2,2,4,11,0,6,2,3,0
222611,U15-001,2022AR15A,Valide,2,novote,novote,novote,2,2,novote,novote,novote,novote,2,4,0,4,0,0,7
222614,U15-003,2022AR15B,Valide,1,3,novote,4,novote,1,1,1,3,novote,novote,7,4,0,2,1,4
222642,U15-001,2022AR15A,Valide,1,4,2,4,1,3,4,4,1,2,1,11,4,2,1,4,0
222653,U15-003,2022AR15B,Valide,2,3,1,novote,2,1,3,3,2,1,1,10,4,3,3,0,1
222661,U15-001,2022AR15A,Valide,1,novote,1,novote,1,1,1,novote,novote,novote,novote,5,5,0,0,0,6
222673,U15-003,2022AR15B,Valide,1,1,3,2,1,1,1,4,3,2,2,11,5,3,2,1,0
222683,U15-003,2022AR15B,Valide,2,novote,novote,novote,2,1,novote,novote,novote,novote,2,4,1,3,0,0,7
222697,U15-003,2022AR15B,Nul,novote,novote,1,novote,novote,2,novote,novote,novote,novote,1,3,2,1,0,0,8
222705,U15-001,2022AR15A,Valide,1,1,novote,novote,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,7
222706,U15-003,2022AR15B,Valide,2,novote,novote,novote,1,novote,4,4,novote,novote,2,5,1,2,0,2,6
222722,U15-003,2022AR15B,Valide,3,novote,novote,novote,3,novote,novote,novote,3,novote,3,4,0,0,4,0,7
222738,U15-003,2022AR15B,Valide,1,3,novote,1,1,1,novote,novote,novote,novote,novote,5,4,0,1,0,6
222758,U15-002,2022AR15A,Valide,2,2,novote,novote,2,novote,novote,3,novote,novote,novote,4,0,3,1,0,7
222759,U15-003,2022AR15B,Valide,1,1,1,1,1,1,2,2,1,2,1,11,8,3,0,0,0
222764,U15-001,2022AR15A,Valide,2,2,novote,1,1,novote,novote,novote,novote,novote,novote,4,2,2,0,0,7
222793,U15-001,2022AR15A,Valide,novote,novote,novote,novote,novote,1,3,2,2,2,1,6,2,3,1,0,5
222797,U15-003,2022AR15B,Valide,2,1,2,2,2,1,1,2,3,3,2,11,3,6,2,0,0
222824,U15-003,2022AR15B,Valide,2,1,4,4,1,2,4,4,4,3,3,11,2,2,2,5,0
222835,U15-003,2022AR15B,Valide,2,4,4,4,1,3,4,4,3,2,1,11,2,2,2,5,0
222837,U15-002,2022AR15A,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
222845,U15-003,2022AR15B,Valide,2,4,2,1,4,3,4,1,3,2,3,11,2,3,3,3,0
222850,U15-001,2022AR15A,Valide,2,1,1,1,1,3,3,2,3,2,1,11,5,3,3,0,0
222855,U15-003,2022AR15B,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
222860,U15-001,2022AR15A,Valide,novote,novote,novote,novote,novote,2,2,3,1,novote,novote,4,1,2,1,0,7
222866,U15-003,2022AR15B,Valide,3,3,2,3,1,3,4,4,3,3,3,11,1,1,7,2,0
222895,U15-003,2022AR15B,Valide,1,1,2,2,1,2,4,3,3,3,2,11,3,4,3,1,0
222921,U15-003,2022AR15B,Valide,4,novote,4,4,2,4,4,4,1,3,2,10,1,2,1,6,1
222930,U15-003,2022AR15B,Nul,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,3,3,0,0,0,8
222935,U15-002,2022AR15A,Valide,1,1,novote,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
222939,U15-003,2022AR15B,Valide,novote,novote,novote,novote,novote,novote,4,4,1,novote,1,4,2,0,0,2,7
222963,U15-003,2022AR15B,Valide,1,1,1,3,1,2,1,1,2,novote,1,10,7,2,1,0,1
222964,U15-001,2022AR15A,Valide,1,3,1,2,1,1,3,2,2,2,1,11,5,4,2,0,0
222983,U15-003,2022AR15B,Valide,4,4,4,4,1,4,4,4,4,3,4,11,1,0,1,9,0
222985,U15-001,2022AR15A,Valide,1,4,4,1,1,1,4,1,1,4,4,11,6,0,0,5,0
222995,U15-001,2022AR15A,Valide,3,novote,novote,1,1,1,novote,novote,novote,novote,novote,4,3,0,1,0,7
223003,U15-003,2022AR15B,Valide,2,2,1,2,2,1,1,1,2,2,1,11,5,6,0,0,0
223015,U15-001,2022AR15A,Valide,2,2,1,2,2,1,1,1,1,3,1,11,6,4,1,0,0
223033,U15-001,2022AR15A,Valide,1,1,3,2,1,3,1,2,2,2,2,11,4,5,2,0,0
223035,U15-003,2022AR15B,Nul,1,novote,novote,novote,1,1 2,4,2,1,1,novote,6,4,1,0,1,4
223056,U15-003,2022AR15B,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
223069,U15-001,2022AR15A,Valide,2,1,novote,1,1,2,1,2,4,2,3,10,4,4,1,1,1
223083,U15-003,2022AR15B,Valide,3,3,2,1,1,1,2,1,3,3,3,11,4,2,5,0,0
223093,U15-003,2022AR15B,Valide,3,novote,novote,novote,1,novote,novote,novote,1,novote,3,4,2,0,2,0,7
223103,U15-003,2022AR15B,Valide,novote,2,2,4,novote,4,4,novote,4,4,4,8,0,2,0,6,3
223119,U15-003,2022AR15B,Valide,novote,4,2,novote,2,3,novote,novote,1,novote,novote,5,1,2,1,1,6
223128,U15-003,2022AR15B,Valide,3,3,2,4,2,1,1,4,3,novote,4,10,2,2,3,3,1
223134,U15-001,2022AR15A,Valide,1,novote,novote,novote,novote,1,novote,novote,1,2,novote,4,3,1,0,0,7
223139,U15-003,2022AR15B,Valide,novote,novote,novote,novote,1,1,novote,novote,1,novote,1,4,4,0,0,0,7
223160,U15-003,2022AR15B,Valide,3,novote,3,novote,novote,novote,2,3,1,novote,novote,5,1,1,3,0,6
223170,U15-003,2022AR15B,Valide,novote,novote,novote,2,2,2,novote,novote,novote,novote,1,4,1,3,0,0,7
223173,U15-001,2022AR15A,Valide,2,novote,2,novote,2,1,1,2,1,1,1,9,5,4,0,0,2
223209,U15-003,2022AR15B,Valide,1,4,2,3,1,1,2,4,4,4,2,11,3,3,1,4,0
223219,U15-003,2022AR15B,Valide,1,novote,2,4,1,novote,4,4,novote,novote,1,7,3,1,0,3,4
223223,U15-001,2022AR15A,Valide,novote,novote,4,4,novote,4,3,novote,novote,3,novote,5,0,0,2,3,6
223229,U15-003,2022AR15B,Valide,novote,1,1,novote,1,novote,2,1,3,novote,1,7,5,1,1,0,4
223239,U15-003,2022AR15B,Valide,1,3,1,1,1,1,4,4,3,3,4,11,5,0,3,3,0
223258,U15-003,2022AR15B,Valide,1,novote,novote,novote,1,1,novote,novote,1,novote,novote,4,4,0,0,0,7
223261,U15-001,2022AR15A,Nul,novote,novote,1,novote,1,novote,novote,novote,novote,novote,1,3,3,0,0,0,8
223264,U15-003,2022AR15B,Valide,2,2,2,2,1,2,4,4,novote,novote,novote,8,1,5,0,2,3
223271,U15-003,2022AR15B,Valide,3,4,2,3,1,2,3,3,4,4,1,11,2,2,4,3,0
223272,U15-002,2022AR15A,Valide,1,1,1,1,1,1,4,4,1,1,1,11,9,0,0,2,0
223280,U15-003,2022AR15B,Valide,1,1,1,1,novote,1,1,1,1,1,1,10,10,0,0,0,1
223282,U15-001,2022AR15A,Valide,1,novote,novote,novote,1,1,novote,2,novote,novote,2,5,3,2,0,0,6
223290,U15-003,2022AR15B,Valide,novote,novote,novote,2,2,novote,novote,1,novote,novote,1,4,2,2,0,0,7
223291,U15-001,2022AR15A,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,1,5,5,0,0,0,6
223300,U15-003,2022AR15B,Valide,1,2,3,2,1,1,3,3,3,3,2,11,3,3,5,0,0
223321,U15-003,2022AR15B,Valide,novote,novote,1,novote,novote,1,novote,novote,1,novote,1,4,4,0,0,0,7
223332,U15-003,2022AR15B,Valide,novote,novote,novote,novote,1,1,1,novote,novote,novote,1,4,4,0,0,0,7
223353,U15-003,2022AR15B,Valide,novote,1,novote,novote,1,novote,novote,novote,1,1,novote,4,4,0,0,0,7
223374,U15-003,2022AR15B,Valide,1,3,4,4,2,4,4,4,3,4,3,11,1,1,3,6,0
223380,U15-002,2022AR15A,Valide,novote,2,novote,novote,2,3,4,4,1,novote,novote,6,1,2,1,2,5
223384,U15-003,2022AR15B,Valide,1,1,novote,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,7
223395,U15-001,2022AR15A,Valide,3,2,3,2,3,1,1,2,4,1,novote,10,3,3,3,1,1
223414,U15-003,2022AR15B,Valide,1,1,novote,4,1,4,4,novote,1,1,2,9,5,1,0,3,2
223429,U15-003,2022AR15B,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,7
223449,U15-001,2022AR15A,Valide,1,4,2,3,1,1,3,2,2,3,3,11,3,3,4,1,0
223450,U15-003,2022AR15B,Valide,1,3,3,4,3,4,4,4,1,4,2,11,2,1,3,5,0
223457,U15-001,2022AR15A,Valide,1,2,2,1,2,2,3,2,4,2,2,11,2,7,1,1,0
223470,U15-003,2022AR15B,Nul,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,9
223480,U15-003,2022AR15B,Valide,1,2,novote,novote,novote,1,novote,novote,2,novote,novote,4,2,2,0,0,7
223509,U15-001,2022AR15A,Valide,1,novote,1,novote,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,7
223511,U15-003,2022AR15B,Nul,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,1,0,1,0,0,10
223519,U15-001,2022AR15A,Valide,2,2,3,4,3,1,2,novote,novote,novote,novote,7,1,3,2,1,4
223528,U15-003,2022AR15B,Valide,1,1,2,2,1,1,2,2,3,novote,2,10,4,5,1,0,1
223530,U15-002,2022AR15A,Valide,1,3,2,3,1,2,3,3,novote,novote,1,9,3,2,4,0,2
223538,U15-003,2022AR15B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
223551,U15-003,2022AR15B,Valide,1,2,2,3,1,1,1,3,1,2,1,11,6,3,2,0,0
223553,U15-002,2022AR15A,Valide,1,2,novote,1,novote,1,novote,novote,novote,novote,novote,4,3,1,0,0,7
223562,U15-003,2022AR15B,Nul,novote,novote,novote,novote,2,1,novote,novote,novote,novote,1,3,2,1,0,0,8
223583,U15-001,2022AR15A,Nul,2,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,2,1,1,0,0,9
223584,U15-003,2022AR15B,Nul,1,1,3,1,1 4,3,3,1,4,novote,1,9,5,0,3,1,1
223602,U15-003,2022AR15B,Valide,1,1,1,3,3,3,3,1,1,2,2,11,5,2,4,0,0
223611,U15-003,2022AR15B,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
223622,U15-002,2022AR15A,Valide,novote,novote,3,2,2,1,2,1,3,3,3,9,2,3,4,0,2
223624,U15-001,2022AR15A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
223629,U15-003,2022AR15B,Valide,2,2,2,3,2,2,4,3,3,2,2,11,0,7,3,1,0
223635,U15-001,2022AR15A,Valide,1,novote,novote,novote,1,novote,novote,novote,1,novote,2,4,3,1,0,0,7
223647,U15-001,2022AR15A,Valide,1,novote,1,novote,2,novote,4,novote,novote,novote,novote,4,2,1,0,1,7
223648,U15-003,2022AR15B,Valide,1,novote,novote,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
223653,U15-002,2022AR15A,Valide,2,1,1,2,1,2,4,2,1,2,2,11,4,6,0,1,0
223656,U15-003,2022AR15B,Valide,1,1,1,2,1,1,1,1,3,3,1,11,8,1,2,0,0
223665,U15-001,2022AR15A,Valide,3,2,novote,1,1,1,2,3,3,1,1,10,5,2,3,0,1
223672,U15-003,2022AR15B,Nul,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,2,2,0,0,0,9
223679,U15-001,2022AR15A,Valide,1,3,2,3,1,1,3,2,3,2,2,11,3,4,4,0,0
223681,U15-002,2022AR15A,Valide,2,1,novote,1,1,1,novote,novote,novote,novote,1,6,5,1,0,0,5
223684,U15-003,2022AR15B,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
223690,U15-001,2022AR15A,Valide,2,2,novote,novote,1,2,novote,2,novote,novote,novote,5,1,4,0,0,6
223701,U15-001,2022AR15A,Valide,2,4,3,3,1,3,3,3,1,3,2,11,2,2,6,1,0
223726,U15-001,2022AR15A,Valide,4,4,4,4,1,3,3,3,1,4,1,11,3,0,3,5,0
223733,U15-003,2022AR15B,Nul,novote,novote,novote,novote,1,novote,1,1,novote,novote,novote,3,3,0,0,0,8
223759,U15-002,2022AR15A,Valide,1,1,1,novote,1,novote,novote,novote,novote,novote,1,5,5,0,0,0,6
223767,U15-003,2022AR15B,Valide,2,1,2,1,2,1,2,2,1,2,2,11,4,7,0,0,0
223769,U15-002,2022AR15A,Nul,novote,1,novote,novote,2,novote,novote,novote,novote,novote,novote,2,1,1,0,0,9
223773,U15-003,2022AR15B,Valide,2,3,1,1,1,1,2,3,3,3,3,11,4,2,5,0,0
223779,U15-002,2022AR15A,Valide,1,3,novote,novote,1,1,2,2,novote,novote,novote,6,3,2,1,0,5
223787,U15-003,2022AR15B,Valide,novote,1,2,1,novote,1,2,3,novote,3,novote,7,3,2,2,0,4
223795,U15-002,2022AR15A,Valide,novote,1,novote,novote,1,novote,4,1,1,novote,novote,5,4,0,0,1,6
223821,U15-003,2022AR15B,Valide,1,1,2,2,1,2,1,3,2,novote,1,10,5,4,1,0,1
223830,U15-001,2022AR15A,Valide,2,2,3,2,2,2,4,3,2,3,2,11,0,7,3,1,0
223836,U15-001,2022AR15A,Valide,2,1,3,1,1,4,4,4,1,3,3,11,4,1,3,3,0
223837,U15-002,2022AR15A,Valide,1,1,novote,novote,novote,1,4,4,1,novote,novote,6,4,0,0,2,5
223865,U15-001,2022AR15A,Valide,1,1,novote,2,2,novote,3,novote,novote,1,novote,6,3,2,1,0,5
223871,U15-003,2022AR15B,Valide,1,novote,1,novote,novote,novote,novote,novote,1,1,1,5,5,0,0,0,6
223909,U15-003,2022AR15B,Valide,1,4,1,4,1,1,4,4,4,4,1,11,5,0,0,6,0
223919,U15-003,2022AR15B,Valide,novote,novote,2,novote,1,2,novote,novote,1,novote,1,5,3,2,0,0,6
223932,U15-003,2022AR15B,Valide,3,2,novote,2,3,3,2,3,3,3,2,10,0,4,6,0,1
223946,U15-002,2022AR15A,Valide,1,novote,1,novote,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,7
223959,U15-001,2022AR15A,Valide,novote,novote,2,novote,2,2,2,2,3,4,4,8,0,5,1,2,3
223960,U15-003,2022AR15B,Valide,2,3,2,3,1,1,3,2,3,novote,3,10,2,3,5,0,1
223967,U15-001,2022AR15A,Valide,2,2,4,4,3,2,4,4,1,1,1,11,3,3,1,4,0
223979,U15-001,2022AR15A,Valide,1,1,1,1,2,2,2,1,4,novote,novote,9,5,3,0,1,2
224000,U15-001,2022AR15A,Valide,4,2,4,3,1,1,2,4,1,1,1,11,5,2,1,3,0
224001,U15-003,2022AR15B,Valide,1,1,novote,1,novote,novote,4,4,1,1,novote,7,5,0,0,2,4
224007,U15-002,2022AR15A,Valide,3,2,2,4,3,1,4,4,4,4,2,11,1,3,2,5,0
224011,U15-003,2022AR15B,Valide,1,1,1,1,3,1,3,3,4,1,4,11,6,0,3,2,0
224024,U15-001,2022AR15A,Valide,novote,novote,novote,novote,1,novote,novote,4,4,novote,4,4,1,0,0,3,7
224027,U15-002,2022AR15A,Valide,novote,novote,novote,1,novote,1,novote,novote,1,novote,1,4,4,0,0,0,7
224032,U15-001,2022AR15A,Valide,2,3,3,3,2,novote,4,4,novote,2,2,9,0,4,3,2,2
224037,U15-002,2022AR15A,Valide,1,1,1,1,novote,1,novote,novote,novote,novote,1,6,6,0,0,0,5
224045,U15-001,2022AR15A,Valide,1,4,1,4,1,2,4,2,3,4,2,11,3,3,1,4,0
224047,U15-002,2022AR15A,Valide,1,3,1,3,1,3,3,3,3,2,2,11,3,2,6,0,0
224067,U15-003,2022AR15B,Valide,2,4,4,4,1,4,4,4,2,4,1,11,2,2,0,7,0
224070,U15-001,2022AR15A,Valide,1,novote,novote,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
224077,U15-003,2022AR15B,Valide,1,2,4,1,1,1,1,1,3,2,1,11,7,2,1,1,0
224087,U15-003,2022AR15B,Valide,2,novote,1,3,2,1,3,1,novote,novote,novote,7,3,2,2,0,4
224096,U15-003,2022AR15B,Valide,2,3,3,3,1,3,2,3,2,4,1,11,2,3,5,1,0
224116,U15-003,2022AR15B,Valide,1,4,1,1,1,1,4,4,4,4,1,11,6,0,0,5,0
224132,U15-002,2022AR15A,Valide,novote,novote,1,1,1,1,1,novote,novote,novote,novote,5,5,0,0,0,6
224136,U15-003,2022AR15B,Valide,2,4,1,1,1,1,2,3,2,2,1,11,5,4,1,1,0
224155,U15-003,2022AR15B,Valide,1,4,4,4,1,3,4,4,1,2,4,11,3,1,1,6,0
224165,U15-003,2022AR15B,Valide,novote,2,1,novote,1,1,4,novote,2,novote,novote,6,3,2,0,1,5
224175,U15-002,2022AR15A,Valide,2,novote,1,2,novote,1,novote,novote,novote,novote,novote,4,2,2,0,0,7
224191,U15-001,2022AR15A,Valide,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,7
224192,U15-002,2022AR15A,Valide,1,novote,novote,novote,2,1,novote,novote,novote,novote,1,4,3,1,0,0,7
224204,U15-003,2022AR15B,Valide,2,1,2,2,1,1,1,3,3,2,1,11,5,4,2,0,0
224227,U15-003,2022AR15B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,10
224245,U15-003,2022AR15B,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,2,2,0,0,0,9
224254,U15-003,2022AR15B,Nul,novote,novote,1,novote,1,novote,novote,novote,2,novote,novote,3,2,1,0,0,8
224279,U15-001,2022AR15A,Valide,novote,1,novote,1,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,7
224294,U15-002,2022AR15A,Valide,novote,2,novote,2,1,2,novote,novote,novote,novote,novote,4,1,3,0,0,7
224319,U15-002,2022AR15A,Nul,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,9
224321,U15-003,2022AR15B,Valide,2,3,novote,novote,1,1,4,novote,4,3,3,8,2,1,3,2,3
224327,U15-001,2022AR15A,Valide,novote,novote,3,3,4,3,novote,novote,1,novote,novote,5,1,0,3,1,6
224342,U15-001,2022AR15A,Valide,1,4,1,3,1,1,3,1,1,1,1,11,8,0,2,1,0
224344,U15-003,2022AR15B,Valide,2,3,2,3,1,1,4,3,3,3,1,11,3,2,5,1,0
224352,U15-003,2022AR15B,Valide,1,1,novote,novote,novote,1,novote,1,novote,1,1,6,6,0,0,0,5
224363,U15-001,2022AR15A,Valide,1,novote,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,7
224365,U15-003,2022AR15B,Valide,1,3,2,1,2,1,1,1,novote,novote,2,9,5,3,1,0,2
224366,U15-002,2022AR15A,Valide,1,novote,1,1,1,novote,novote,1,1,1,novote,7,7,0,0,0,4
224376,U15-002,2022AR15A,Valide,2,1,2,3,novote,2,1,3,1,novote,novote,8,3,3,2,0,3
224384,U15-001,2022AR15A,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
224398,U15-001,2022AR15A,Valide,1,3,1,3,2,2,3,3,2,3,3,11,2,3,6,0,0
224412,U15-003,2022AR15B,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
224416,U15-001,2022AR15A,Valide,1,3,2,3,1,2,3,2,3,novote,2,10,2,4,4,0,1
224422,U15-003,2022AR15B,Valide,2,2,3,4,2,2,4,4,3,2,3,11,0,5,3,3,0
224447,U15-001,2022AR15A,Valide,3,novote,1,1,1,novote,3,novote,novote,novote,novote,5,3,0,2,0,6
224460,U15-003,2022AR15B,Valide,2,2,2,2,2,3,4,3,4,4,2,11,0,6,2,3,0
224467,U15-001,2022AR15A,Valide,3,3,4,3,4,1,1,1,4,4,4,11,3,0,3,5,0
224477,U15-001,2022AR15A,Valide,1,novote,novote,novote,1,novote,1,novote,novote,1,novote,4,4,0,0,0,7
224483,U15-002,2022AR15A,Valide,2,1,novote,3,1,4,4,4,1,4,2,10,3,2,1,4,1
224505,U15-001,2022AR15A,Valide,1,1,novote,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,7
224529,U15-002,2022AR15A,Valide,1,3,2,1,1,1,2,3,2,1,2,11,5,4,2,0,0
224533,U15-003,2022AR15B,Valide,2,2,2,3,novote,2,4,2,4,4,2,10,0,6,1,3,1
224534,U15-001,2022AR15A,Valide,1,1,1,novote,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,7
224545,U15-003,2022AR15B,Nul,1,novote,1,novote,1,novote,novote,novote,novote,novote,novote,3,3,0,0,0,8
224557,U15-001,2022AR15A,Valide,1,novote,1,1,novote,novote,novote,1,novote,novote,2,5,4,1,0,0,6
224566,U15-003,2022AR15B,Valide,2,3,3,1,2,2,2,2,3,novote,novote,9,1,5,3,0,2
224570,U15-002,2022AR15A,Valide,novote,3,3,novote,3,novote,novote,novote,1,novote,novote,4,1,0,3,0,7
224576,U15-003,2022AR15B,Valide,1,1,3,1,1,1,1,1,1,1,1,11,10,0,1,0,0
224578,U15-001,2022AR15A,Valide,novote,novote,1,novote,1,1,novote,novote,1,novote,novote,4,4,0,0,0,7
224588,U15-001,2022AR15A,Valide,novote,novote,2,novote,1,2,novote,novote,novote,1,2,5,2,3,0,0,6
224597,U15-003,2022AR15B,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,1,5,5,0,0,0,6
224601,U15-002,2022AR15A,Valide,novote,novote,1,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,7
224612,U15-003,2022AR15B,Valide,2,1,1,novote,3,novote,novote,novote,novote,1,2,6,3,2,1,0,5
224627,U15-001,2022AR15A,Valide,2,1,2,1,1,1,2,3,3,2,1,11,5,4,2,0,0
224635,U15-001,2022AR15A,Valide,2,novote,novote,novote,1,1,4,novote,novote,novote,novote,4,2,1,0,1,7
224636,U15-003,2022AR15B,Nul,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,3,3,0,0,0,8
224641,U15-001,2022AR15A,Valide,3,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,3,0,1,0,7
224653,U15-001,2022AR15A,Valide,1,novote,1,novote,novote,1,novote,novote,2,novote,novote,4,3,1,0,0,7
224656,U15-003,2022AR15B,Valide,2,2,2,4,1,1,4,4,1,2,2,11,3,5,0,3,0
224676,U15-003,2022AR15B,Valide,3,1,4,1,1,1,1,2,4,3,2,11,5,2,2,2,0
224683,U15-002,2022AR15A,Valide,1,novote,1,novote,novote,1,novote,2,novote,novote,1,5,4,1,0,0,6
224687,U15-001,2022AR15A,Valide,2,novote,novote,3,novote,2,4,4,novote,novote,novote,5,0,2,1,2,6
224694,U15-002,2022AR15A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,10
224703,U15-002,2022AR15A,Valide,1,novote,1,novote,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,7
224705,U15-001,2022AR15A,Valide,3,3,3,1,1,1,3,3,3,3,1,11,4,0,7,0,0
224710,U15-003,2022AR15B,Valide,novote,2,novote,novote,2,novote,novote,2,1,novote,novote,4,1,3,0,0,7
224715,U15-001,2022AR15A,Valide,1,4,4,2,1,3,3,3,1,2,2,11,3,3,3,2,0
