ID,Urne,QR-Code,Categorie,1 - Bagagerie solidaire dans le 6e arrondissement,2 - Installation de brumisateurs urbains,3 - Ouverture d un Jardin Partage - Rue du Cherche-Midi,4 - Revelation d un petit jardin - Angle Littre-Vaugirard,5 - Des videoprojecteurs interactifs pour les ecoles du 6e,6 - Dotation aux ecoles de solution de fraicheur,7 - Les jardiniers du Jardinet,8 - Creer un espace scenique ouvert a tous publics et styles,9 - Restaurer le patrimoine cultuel et culturel du 6e arrondissement,10 - Un parc d exercice et de detente canin,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 965bnb00fe1965bn-d939-4f46-9e6d*y965bn609965bn965bnd3f54                     ,numerique,75006,Valide,novote,2,novote,novote,1,2,novote,novote,2,novote,4,1,3,0,0,6
 b5d965bnf30965bn*y845845b-40e965bn*yf3d-84505zzc845ef1zz4b                     ,numerique,75006,Valide,4,4,1,1,3,4,1,4,3,4,10,3,0,2,5,0
 f04e5b9a965bnd-99b1-4451-94ec-e60c5965bnf965bnd61e                     ,numerique,75006,Valide,3,4,3,2,1,2,2,4,2,4,10,1,4,2,3,0
 9a965bn3965bne965bn9a965bnd1-1965bn965bn5-4e49*y3zz9-9905909a965bn6548459                     ,numerique,75006,Valide,novote,novote,novote,novote,1,1,2,novote,1,novote,4,3,1,0,0,6
 45zzb9a965bncbd-zzbb3-4965bnb4-9169a965bn-zzc011f0965bn30zzf                     ,numerique,75006,Valide,novote,3,3,2,1,2,novote,novote,2,4,7,1,3,2,1,3
 9b319a965bnebe-043c-400zz-845d04-965bn8455zze9a965bnzz49zz5c                     ,numerique,75006,Valide,3,3,3,2,1,2,4,4,3,4,10,1,2,4,3,0
 6965bn9a965bn9a965bnzz635-354d-46d1*y0965bnzz-505d54965bndff0e                     ,numerique,75006,Valide,novote,3,novote,3,novote,2,novote,novote,1,novote,4,1,1,2,0,6
 9a965bnf169a965bne9e-99a965bn30-41bd-9163-1dzzeb4dbd56zz                     ,numerique,75006,Valide,4,novote,novote,novote,1,novote,novote,4,2,4,5,1,1,0,3,5
 d969a965bn845b6965bn-c8459965bn-43cd-9a965bn84551-5f8454f3be9a965bn9ff                     ,numerique,75006,Valide,novote,novote,4,2,4,novote,novote,novote,1,novote,4,1,1,0,2,6
 bcb1c00965bn-5bf1-41eb-9bcc-cb8455c9a965bn4ecfzzzz                     ,numerique,75006,Valide,2,2,2,4,4,3,3,3,1,4,10,1,3,3,3,0
 b19a965bnd9a965bn159-90845f-46c6-845965bnzz6-dzz3965bn965bn68459f34d                     ,numerique,75006,Valide,novote,2,3,2,novote,novote,novote,novote,1,novote,4,1,2,1,0,6
 5zz8451zzzz9965bn-149a965bn1-49a965bnc965bn-919d-965bnec0c845d505e5                     ,numerique,75006,Valide,1,4,3,3,4,4,3,3,4,1,10,2,0,4,4,0
 zgq4mthkyjfmzjk3m965bnjlndi0zjyzmjfjythmztm0ytbkotc3ymzknq== ,numerique,75006,Valide,4,4,2,4,3,4,4,3,2,4,10,0,2,2,6,0
 ee40309a965bn965bn-d49a965bnb-4zze6-918451-1e44653964c5                     ,numerique,75006,Valide,novote,1,2,1,novote,novote,novote,novote,1,novote,4,3,1,0,0,6
 9a965bne84559zz51*yd69-49a965bndc*y84545-965bnb1b1b51eb3d                     ,numerique,75006,Valide,2,novote,2,2,novote,novote,2,novote,1,novote,5,1,4,0,0,5
 69zzd6965bn5845-49zz6-4599a965bn-9a965bn5b6-94cb5zz09a965bn84516b                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,4,1,novote,2,1,0,0,1,8
 9zzc8455b845f-965bnzz4c-4fbe*y965bn9c-9a965bn5965bnc1zz61bec4                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 ndfizjqxywexowi3zdnhzgfmownizwvlndjlnwm965bnmte0n965bnizodi965bnm9a965bn== ,numerique,75006,Valide,2,3,1,1,novote,2,1,novote,1,4,8,4,2,1,1,2
 4dd965bn4965bn9a965bn1-845de1-4c9845-930zz-6d845f1de5d44b                     ,numerique,75006,Valide,2,4,4,3,1,2,3,3,4,4,10,1,2,3,4,0
 fdbf965bn1e845-zz663-49965bnd*yf9a965bn3-3zzf6b0cc09a965bn35                     ,numerique,75006,Valide,1,2,2,2,3,2,2,1,3,4,10,2,5,2,1,0
 965bn9a965bnccc94965bn-c1zz1-4e8456-9340-30965bn845501059b3                     ,numerique,75006,Valide,novote,2,1,2,novote,novote,novote,novote,1,novote,4,2,2,0,0,6
 3966f845e1-c6df-433d-845d965bn845-zz5fefe965bn965bn469a965bnf                     ,numerique,75006,Valide,1,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,6
 3555d140-1czzd-4d6e-96zze-fc965bn91439845d965bnzz                     ,numerique,75006,Valide,1,novote,novote,novote,1,novote,novote,novote,3,4,4,2,0,1,1,6
 965bn39a965bn1c6dzz-1f0965bn-43zzc-845e36-9a965bnc59e9f965bnc43c                     ,numerique,75006,Valide,4,4,4,4,4,4,4,4,1,4,10,1,0,0,9,0
 9bec5zzbd-0500-4bcd*y99a965bn965bn-9a965bnbf4zz9a965bnzz949c4                     ,numerique,75006,Valide,4,4,4,4,4,4,4,4,4,4,10,0,0,0,10,0
 1c04f0f5-649a965bn5-4e34*yb1e-965bnb0e845965bn84500d44                     ,numerique,75006,Valide,novote,novote,novote,1,1,1,1,novote,1,novote,5,5,0,0,0,5
 596c39a965bnzz6-zz8451e-46c9a965bn-991e-965bn4e1cf845zz6f965bn0                     ,numerique,75006,Valide,novote,novote,novote,novote,1,2,2,novote,2,novote,4,1,3,0,0,6
 ffe9bzz4c-d096-41bf*y965bn965bn6-6zz94584539a965bn9a965bn5f3                     ,numerique,75006,Valide,novote,1,3,novote,1,2,novote,novote,2,novote,5,2,2,1,0,5
 1e965bn1ccb5-54c845-4zz55-9a965bn965bn0845-30fe04zz9a965bn59zz9a965bn                     ,numerique,75006,Valide,2,3,4,3,1,1,3,3,2,3,10,2,2,5,1,0
 f8455e845f845d-fezzf-4de1-845965bn9a965bnd-zzb9a965bn845c9a965bn9a965bn065d965bn                     ,numerique,75006,Valide,novote,novote,2,2,1,2,2,1,2,2,8,2,6,0,0,2
 owzmzjvhyjc965bnogvhnmu3mtg1zt9a965bnzmmywmwnkzduwnwq3otbhzdlln9a965bn== ,numerique,75006,Valide,1,1,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,6
 9a965bn1956cd965bn-d9a965bn9a965bnzz-4eb0-9a965bn1zz3-zzf9a965bn965bnfc965bn619a965bndd                     ,numerique,75006,Valide,3,2,4,4,1,1,novote,4,4,4,9,2,1,1,5,1
 6b65bb04-3c09-48456c-9a965bne0f-9a965bnczzd55e300e3                     ,numerique,75006,Valide,novote,2,novote,novote,novote,2,novote,1,2,novote,4,1,3,0,0,6
 zz949a965bnzzce6-cec1-4995*yzz93-435965bn59a965bn3ce01f                     ,numerique,75006,Valide,4,4,1,1,4,1,1,4,1,4,10,5,0,0,5,0
 zzzz6c409a965bn6-9edb-43965bnzz*y03d-f845b19965bnc965bn95zzd                     ,numerique,75006,Valide,1,4,1,3,4,3,3,4,1,4,10,3,0,3,4,0
 5965bnf09965bn56-965bn3b3-40c0-9a965bn1c0-965bn6zzcd9zze845czz5                     ,numerique,75006,Valide,novote,novote,1,1,novote,novote,novote,1,1,novote,4,4,0,0,0,6
 5845zz9a965bnzz590-6dc9a965bn-46zz965bn-845fzzc*yeb9a965bn63e5091e                     ,numerique,75006,Valide,novote,3,novote,3,novote,3,novote,novote,1,novote,4,1,0,3,0,6
 54965bnf5zz49a965bn-1fdf-451c*yb0d-cdcd59a965bn1d965bn4d965bn                     ,numerique,75006,Valide,novote,3,novote,novote,novote,novote,2,1,2,novote,4,1,2,1,0,6
 98459a965bn4f656-c13f-48451d*y605-39a965bn011845b0845f4e                     ,numerique,75006,Valide,novote,novote,novote,novote,1,1,novote,1,1,novote,4,4,0,0,0,6
 ebf3c965bn3d-0cc6-4ec0-9ezz965bn-e68459a965bn845f4c96b3                     ,numerique,75006,Valide,1,novote,1,3,2,2,4,1,1,4,9,4,2,1,2,1
 8459a965bn965bnb51965bn1-c1845b-4131-9cd6-1f965bn845zz6zz965bn965bn845d4                     ,numerique,75006,Valide,1,novote,novote,2,novote,novote,2,novote,1,novote,4,2,2,0,0,6
 845659c06845-6919a965bn-4c8451*y09a965bn5-4db9a965bn9zz8459a965bn8453ezz                     ,numerique,75006,Valide,2,novote,1,1,novote,novote,novote,novote,1,novote,4,3,1,0,0,6
 46f99a965bn50e-93c5-490e-84505zz-9a965bnf904c9a965bnf103965bn                     ,numerique,75006,Valide,1,novote,2,1,novote,novote,novote,novote,1,novote,4,3,1,0,0,6
 4b43e0f1*y4b9a965bn-49a965bn39-9df3-4845fbe6dbzz39c                     ,numerique,75006,Valide,2,4,2,3,4,4,3,3,1,4,10,1,2,3,4,0
 965bnzz1c1b8459a965bn*yb50-4311*yzz845b*yd99a965bn4b9a965bn3cb3965bn                     ,numerique,75006,Valide,2,1,2,2,3,1,2,2,1,3,10,3,5,2,0,0
 66fbe613-5096-4e9a965bn845-9d3c-zz6496cef0433                     ,numerique,75006,Valide,4,3,4,4,2,3,3,novote,2,4,9,0,2,3,4,1
 mzgzndq4mdu3nt9a965bnwyjhkzjy4mjdhnwm0mjq1ndnhzd9a965bn0ytuzytdhyg== ,numerique,75006,Valide,4,4,4,3,4,2,4,4,1,4,10,1,1,1,7,0
 ezz9a965bnb63845zz-e44zz-49a965bn5c*y9bf-ccc965bn9c69c49b                     ,numerique,75006,Valide,3,4,3,3,4,3,4,4,1,4,10,1,0,4,5,0
 38458459a965bn0f845c-dc6d-4d965bnd-91845d-cb15zz01965bnf954                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 99a965bn9a965bn1e9a965bn65-6e63-4965bndzz-9a965bn9a965bn40-845b965bnfzzf9a965bndeb8450                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 16eb9a965bn1b965bn-030845-4be9a965bn*y1zz0-146e0965bn4c9449                     ,numerique,75006,Valide,3,3,2,2,1,2,3,3,2,2,10,1,5,4,0,0
 3cc9a965bnzz0ee-4zz4965bn-4845e1-9a965bnb8456-cc5zz965bn9d965bn98455zz                     ,numerique,75006,Valide,2,novote,novote,3,novote,novote,1,novote,1,novote,4,2,1,1,0,6
 f3965bnzz9d95-146e-4965bn19a965bn-9a965bn965bn845f-e6845933965bnd3965bnzzf                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 1845zz98454fzz-0b10-49a965bn9c*y139a965bn-9a965bn3cb965bn49a965bnzz965bn845cc                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 nmzjodzknmyxywu1mgvkmzk965bnmmm0nmm4ot9a965bnyzmzhmwyymgfhyju0zq== ,numerique,75006,Valide,4,4,4,1,2,4,4,1,4,4,10,2,1,0,7,0
 9a965bne965bnf43bzz-dzz965bn5-40e3-9a965bn919-3b59fef11fzz965bn                     ,numerique,75006,Valide,3,1,4,1,4,1,3,1,1,4,10,5,0,2,3,0
 584559a965bnbdd0-9dzz0-4845b845-9a965bn9a965bn3845-f3845945zz965bnzz1c6                     ,numerique,75006,Valide,1,4,novote,novote,3,novote,novote,novote,1,novote,4,2,0,1,1,6
 e540965bnbd3-94965bn9a965bn-40e9-845czzzz-5cb9a965bne1013365                     ,numerique,75006,Valide,1,novote,novote,novote,4,novote,novote,1,2,novote,4,2,1,0,1,6
 9b965bn39ddb-3965bn41-48453c-9e49-08454zz0d84550f60                     ,numerique,75006,Valide,novote,1,novote,novote,3,novote,novote,4,3,2,5,1,1,2,1,5
 8455bb59a965bnce-69db-4dd9a965bn-9a965bn56965bn-fb6965bn8459a965bne1084504                     ,numerique,75006,Valide,novote,4,4,4,1,4,novote,4,4,novote,7,1,0,0,6,3
 5d965bn965bn0efzz-4f11-4d8450-845b965bn9a965bn-01zzd4965bncb845d90                     ,numerique,75006,Valide,1,1,1,1,1,1,1,1,1,novote,9,9,0,0,0,1
 fef14091-f591-4b9f-9a965bn411-4c94d58458459965bndf                     ,numerique,75006,Valide,novote,2,novote,novote,1,novote,novote,2,2,novote,4,1,3,0,0,6
 845845cf845zzdb-9a965bnzz1c-40ec-9c40-965zzzzzzefdc8455                     ,numerique,75006,Valide,novote,4,1,1,novote,novote,novote,novote,2,novote,4,2,1,0,1,6
 b4ed1390-99c1-43b9-9f965bn5-c61zz3f4d5845zzd                     ,numerique,75006,Valide,novote,novote,1,novote,1,novote,novote,novote,1,1,4,4,0,0,0,6
 965bn9a965bn51fd9a965bnb-zzedc-40c0-845b39a965bn-3c0fe4ccc033                     ,numerique,75006,Valide,3,4,novote,novote,novote,4,novote,4,1,4,6,1,0,1,4,4
 f1845c9a965bnbed-198454-45e1-84508450-19a965bn4e965bn84509ee4845                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,1,0,1,0,0,9
 84584515b10965bn-d4de-4zz9a965bn9a965bn-9519-c1d1965bn699a965bnfc9845                     ,numerique,75006,Valide,novote,novote,novote,2,novote,novote,novote,novote,1,novote,2,1,1,0,0,8
 5d9a965bn1c1d9-4f4b-4f36-845f9a965bn5-0c1965bnczz3bb965bn6f                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 e5d5965bn36845-965bn605-40965bnd*yzz0c-461b965bn3zzdfd965bn0                     ,numerique,75006,Valide,1,4,2,3,4,4,1,3,3,1,10,3,1,3,3,0
 9334e965bnd0-d4bf-49d5-8451f6-9a965bn4zz6zz84561049a965bn9                     ,numerique,75006,Valide,2,novote,novote,novote,2,1,novote,novote,1,novote,4,2,2,0,0,6
 39a965bn965bncf08459a965bn-9431-48453965bn*y845965bn3-ezz965bn965bnef369a965bn330                     ,numerique,75006,Valide,3,4,1,1,4,4,2,4,4,4,10,2,1,1,6,0
 965bn1f095bd-9a965bn5965bn5-4199-84559a965bn845-1fd965bn3649a965bn540zz                     ,numerique,75006,Valide,3,4,3,2,4,4,4,4,1,4,10,1,1,2,6,0
 9zz94d454-845e1c-49fc-84510845-09a965bn04845999a965bnb965bn5d                     ,numerique,75006,Valide,1,4,2,1,4,4,2,3,4,4,10,2,2,1,5,0
 9a965bn9a965bn9a965bn01d1c-39a965bnc0-43d6-9a965bn09a965bn5-9b6e1d1dd9a965bn63                     ,numerique,75006,Valide,2,4,4,4,novote,4,4,4,1,4,9,1,1,0,7,1
 61e5f69a965bn9-zz965bn63-4e46-845396-845c5d965bnbzz965bncbzz0                     ,numerique,75006,Valide,novote,novote,2,3,novote,novote,novote,1,1,novote,4,2,1,1,0,6
 965bn345553d*y94b-441zz-9a965bnf33-d9bzz4cezz00cb                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 d3ff0zz965bn3-edff-40ed-9a965bn9a965bn5845-5d965bnf61f3845bfb                     ,numerique,75006,Valide,3,novote,novote,novote,novote,novote,novote,novote,1,novote,2,1,0,1,0,8
 99f49a965bnebc*yb1d-49zz845*yb99a965bn*ybb6845151bzz90                     ,numerique,75006,Valide,2,novote,2,1,4,2,2,1,2,novote,8,2,5,0,1,2
 1965bn965bn5f3be-53zzb-493c*ydczz-zz63965bn9a965bn649f69a965bnc                     ,numerique,75006,Valide,novote,4,novote,novote,4,novote,novote,4,1,novote,4,1,0,0,3,6
 4301d1ee-c9965bn9a965bn-49ed-9a965bnb9a965bn9a965bn-fe9a965bn4bezzc084540                     ,numerique,75006,Valide,novote,novote,2,novote,novote,2,novote,2,1,novote,4,1,3,0,0,6
 e9a965bn845f3965bnb4-e0fe-49a965bnec*ycfzz-f03fzz09f60zz4                     ,numerique,75006,Valide,4,novote,1,1,novote,novote,novote,novote,1,novote,4,3,0,0,1,6
 fc408451ff-16c6-44cd-845f965bn3-9c39a965bncbd4965bnf9c                     ,numerique,75006,Valide,2,4,3,3,4,4,4,4,1,4,10,1,1,2,6,0
 mzhmmzm5ywuzmdczzgq4njrmmd9a965bn3mjg1mzmxyj9a965bnxzje1njy5yzkwo9a965bn== ,numerique,75006,Valide,2,4,1,1,2,3,3,2,4,4,10,2,3,2,3,0
 f4c3940d-e68456-4c59a965bn-845zzzz1*y4845ezz6b3e49a965bn1                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 845c69a965bn16e6-zz69a965bn3-499zz-94c9a965bn-965bnf09a965bnzz4845965bne965bn9zz                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 fzz55096e-e646-4595-9b965bn9*y9a965bn1419a965bn9a965bn0e9845d                     ,numerique,75006,Valide,1,2,1,1,2,1,1,1,1,1,10,8,2,0,0,0
 1ce9a965bnf309-0fed-448451-845965bn9a965bnf-5zzb9cc959a965bncfd                     ,numerique,75006,Valide,3,novote,3,2,2,novote,2,3,1,novote,7,1,3,3,0,3
 3965bn965bn33ff1-f4e0-433d-9a965bn9b0-3965bne08455461001                     ,numerique,75006,Valide,1,4,3,2,3,2,2,4,1,3,10,2,3,3,2,0
 ndbhnde1ndg3zde5ytbjywzlyzc5yzuwodrkmwyxn965bnm965bnmmfiztdmnq== ,numerique,75006,Valide,4,4,3,3,4,2,3,4,3,4,10,0,1,4,5,0
 zzzzef845539-8450965bn4-463e-9a965bn9a965bnf0-965bnc46b3c965bnbc31                     ,numerique,75006,Valide,1,4,1,2,4,4,3,3,4,4,10,2,1,2,5,0
 0zz5df4c965bn-0039-4e49*y965bn96-e845419c0845zz4fd                     ,numerique,75006,Valide,novote,novote,novote,2,novote,novote,2,novote,1,novote,3,1,2,0,0,7
 69zz4fbe6-4c6f-4965bn965bnc-9f965bn1-5b130e5f11fzz                     ,numerique,75006,Valide,4,2,3,2,4,2,3,2,1,2,10,1,5,2,2,0
 1450f454-965bn4965bn845-4965bn965bn4-845f9a965bn9a965bn-4fdcdb4e03965bn845                     ,numerique,75006,Valide,4,4,3,4,4,4,4,4,1,4,10,1,0,1,8,0
 9a965bn3996bb0-5965bn04-4c8455-9b0b-zz5zz194039zz965bnzz                     ,numerique,75006,Valide,3,4,4,3,4,4,4,1,4,4,10,1,0,2,7,0
 965bnd8451334e-czzdzz-439b*y30845-f5dbef0zz613845                     ,numerique,75006,Valide,3,4,4,3,4,4,4,1,4,4,10,1,0,2,7,0
 zze845fzzb09-1zzb0-4845zz1-9a965bn965bnb9-09a965bn4965bncfce9a965bnbdzz                     ,numerique,75006,Valide,2,novote,novote,novote,3,novote,novote,novote,1,novote,3,1,1,1,0,7
 zz965bnb965bn459f-4fcb-46zz1-9a965bn0f5-9a965bn0e1c503e9a965bnc0                     ,numerique,75006,Valide,2,4,2,3,4,4,4,1,4,4,10,1,2,1,6,0
 b9965bnc9965bn55-5fd5-4dd6-8450e4-15965bnzz9a965bne19a965bn53e6                     ,numerique,75006,Valide,4,4,1,1,4,3,1,2,2,2,10,3,3,1,3,0
 49a965bn84548454zz845-d8458459a965bn-43cd-845dde-965bn4965bn3c50b9a965bn6c1                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 ywu4owy0mtk965bnywu3n965bne4ztlkytmzndjlzgq4zjg1zt9a965bn3ywmxzdblmw== ,numerique,75006,Valide,novote,novote,novote,novote,2,2,novote,novote,2,novote,3,0,3,0,0,7
 4fd04965bn4d-f553-49a965bnc1-845bd5-4965bn61f39549a965bn0f                     ,numerique,75006,Valide,novote,2,1,novote,novote,novote,2,novote,2,novote,4,1,3,0,0,6
 31845e965bn965bneb-15zze-4fbb-96fb-969845e6df1czz0                     ,numerique,75006,Valide,novote,novote,novote,novote,1,novote,novote,novote,1,1,3,3,0,0,0,7
 3zz0zz0zzf6-zz84596-4fe1*ye00-zz484543f19a965bn9dc845                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,2,novote,4,1,4,4,1,1,0,2,6
 otjmmdq0ngizmmjkmmyymwq5nz9a965bnwmmixzdrhot9a965bn0njzjmtq5mjm965bnyq== ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 bzze9dd5b-9a965bnece-49a965bnf3-8451fc-zzd09a965bn9a965bn845dfe69a965bne                     ,numerique,75006,Valide,1,novote,1,2,novote,novote,2,novote,2,novote,5,2,3,0,0,5
 mdbmmmjkyz9a965bnzmzg3nzuwnmm1ngvjody1otu5ndvkytdimmezmmrlo9a965bn== ,numerique,75006,Valide,1,4,2,4,3,4,3,4,4,4,10,1,1,2,6,0
 6845zzf965bnc5d-965bnbd4-4916-9845e9a965bn*ycd4ec495dff                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,1,0,1,0,0,9
 1d965bnedf8459-3feb-4de845*yee4-f9a965bn845ebb0845ce965bn9a965bn                     ,numerique,75006,Valide,4,3,1,1,3,3,2,2,3,4,10,2,2,4,2,0
 90zz99a965bnc6c-61d1-461f-9a965bnc39a965bn-9a965bn8459845c8459ezz68451                     ,numerique,75006,Valide,1,4,2,3,2,1,4,3,4,3,10,2,2,3,3,0
 845zzcc9f0965bn-ebf1-43c3-9a965bn063-9a965bn0c139a965bn965bnc965bn1ezz                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 9a965bn845965bnd614zz-99a965bn9a965bn845-4d66*yd4c-40e965bn9a965bn9965bn3845444                     ,numerique,75006,Valide,2,novote,novote,novote,1,1,novote,novote,2,novote,4,2,2,0,0,6
 59e8451654-965bnf4e-41dzz-9464-3059a965bn53845b965bn4b3                     ,numerique,75006,Valide,novote,novote,1,1,novote,4,novote,novote,2,novote,4,2,1,0,1,6
 53965bn366zz9-1d3845-4f90-99a965bnc845-zz965bnzz845e3e8450035                     ,numerique,75006,Valide,2,4,4,3,4,4,4,4,1,4,10,1,1,1,7,0
 e44d610b-e6fzz-409a965bn4-845930-965bnzz145d9a965bn64c9d                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 9a965bne0d0310-zz344-4059a965bn-9a965bnd14-049b965bn4d35ebb                     ,numerique,75006,Valide,2,4,1,1,4,4,2,2,3,3,10,2,3,2,3,0
 109fe9a965bn845d-1bdc-44zzzz-84584504-40fzz965bn84513965bn3zzf                     ,numerique,75006,Valide,2,novote,novote,4,novote,novote,4,novote,1,novote,4,1,1,0,2,6
 1965bnzzb36965bne-69a965bn94-48456c-9a965bn1df-zzzzzzc6c66965bnzz1f                     ,numerique,75006,Valide,1,1,1,1,1,1,1,1,1,4,10,9,0,0,1,0
 49a965bn0d440c-df93-4053-9b30-965bn1d8459a965bnb0fb965bne965bn                     ,numerique,75006,Valide,1,4,2,2,4,2,2,3,3,4,10,1,4,2,3,0
 mjk5zgfiyzk4zdm965bnmt9a965bnxotzmmjfizjc3owi4njy5nj9a965bn3ymzhnzk1yq== ,numerique,75006,Valide,novote,4,novote,2,4,2,1,1,1,3,8,3,2,1,2,2
 dd3b0bb0-5965bn6b-4be1-9d965bnf-6dff965bnzz965bn4965bn8454d                     ,numerique,75006,Valide,novote,novote,novote,novote,1,4,novote,4,4,1,5,2,0,0,3,5
 965bn0ezz0czz4-9a965bnf41-4e9a965bn5-93zz965bn-dbc965bnc0965bn069a965bn16                     ,numerique,75006,Valide,novote,3,novote,novote,4,2,novote,novote,4,novote,4,0,1,1,2,6
 59a965bncdzzd4f-f49845-44f1-9a965bne4zz-9a965bn4c9a965bn396965bn0fd5                     ,numerique,75006,Valide,1,2,novote,novote,2,novote,novote,novote,2,1,5,2,3,0,0,5
 9f1cd9ff-9ff845-4604-9a965bnfd3-5zz0c965bn549a965bn6czzzz                     ,numerique,75006,Valide,1,4,3,3,4,4,4,4,4,4,10,1,0,2,7,0
 09e990f965bn-9a965bnf93-46zz5*y394-d48450639dcc49a965bn                     ,numerique,75006,Valide,novote,novote,novote,1,1,1,novote,4,2,4,6,3,1,0,2,4
 9zz94cd59-9zz965bn3-4eb5-95845zz*y4965bnc9a965bn6399a965bnf99                     ,numerique,75006,Valide,novote,4,2,1,3,novote,4,1,1,4,8,3,1,1,3,2
 965bnbf4efcb-0965bnc965bn-4d3zz-9845db-965bnecfb10zzf3f0                     ,numerique,75006,Valide,1,novote,novote,1,novote,novote,novote,1,4,novote,4,3,0,0,1,6
 965bn845zzb9a965bn111-3eb9a965bn-449d-930c-dzz33c5zzzz9a965bnd0845                     ,numerique,75006,Valide,novote,1,novote,novote,novote,novote,1,novote,1,novote,3,3,0,0,0,7
 b845b39b60-ec91-4zz5f-94zze-36cd90c4845zzd5                     ,numerique,75006,Valide,novote,4,2,novote,1,novote,novote,novote,1,3,5,2,1,1,1,5
 4zzezz3bf5-zz006-4bd3-916b-f6c965bn1965bn0f845zz5d                     ,numerique,75006,Valide,1,4,1,2,novote,novote,novote,2,2,3,7,2,3,1,1,3
 845zzd845965bndc0-6ezzf-49d5*yf0965bn-e9a965bn1fc9951fzz965bn                     ,numerique,75006,Valide,1,4,3,4,2,3,2,1,2,4,10,2,3,2,3,0
 czz18459a965bn130-599a965bnb-4ezzc-8459a965bn09-cfzze9a965bn4318453845b                     ,numerique,75006,Valide,1,novote,1,novote,4,4,novote,novote,2,4,6,2,1,0,3,4
 845f845c959a965bn4-c69a965bne-4c6b-8459c3-ffzzd5b610b9965bn                     ,numerique,75006,Valide,2,novote,novote,3,novote,novote,novote,3,1,novote,4,1,1,2,0,6
 84535dbd39-d540-4b3zz-961d-95613e965bnd845d04                     ,numerique,75006,Valide,novote,novote,3,2,4,novote,novote,novote,1,novote,4,1,1,1,1,6
 9e45e845c0-5d6d-4464-9a965bne9a965bn965bn-ed6965bn9fzzfzz9a965bn61                     ,numerique,75006,Valide,novote,1,novote,novote,1,1,novote,novote,1,1,5,5,0,0,0,5
 zz306b84559-dc8453-4911-845336-1dd0bzz534140                     ,numerique,75006,Valide,1,novote,novote,1,novote,novote,novote,4,1,novote,4,3,0,0,1,6
 c05e965845-c66e-449a965bn3*y1dzz-54e308451fd9965bnd                     ,numerique,75006,Valide,3,4,1,1,4,4,2,3,4,2,10,2,2,2,4,0
 3c845640zz9a965bn-fbc3-484550-8455965bne-965bn965bn43zz3bec9a965bn8453                     ,numerique,75006,Valide,3,4,1,1,4,2,3,4,4,2,10,2,2,2,4,0
 6965bn9a965bn9a965bndzz965bn0-dzz8456-49zz0-9a965bn949a965bn-4de4bcb040ed                     ,numerique,75006,Valide,3,4,4,4,1,3,4,2,2,4,10,1,2,2,5,0
 995ddd1c-845f1d-4335-84519a965bnc*y99c54c845965bn93c                     ,numerique,75006,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
 9cb6zz30e-41dd-4494-9a965bn5c5-f99a965bn965bne3845dbdc3                     ,numerique,75006,Valide,novote,3,2,novote,novote,3,novote,novote,1,novote,4,1,1,2,0,6
 0bcf65zz965bn-cb66-4c965bn9-845d5e*y059f6ee8454b3                     ,numerique,75006,Valide,novote,novote,1,2,novote,novote,novote,3,1,novote,4,2,1,1,0,6
 c39845zzb9a965bn965bn-59a965bnb3-4zzc5-9a965bn845ff-5ddzz151bc333                     ,numerique,75006,Valide,1,4,1,2,3,3,4,3,3,4,10,2,1,4,3,0
